date,markets_name,total_sales
2018-03-02,Ahmedabad,190
2018-03-02,Bhopal,75
2018-03-02,"Delhi NCR",1940
2018-03-02,Hyderabad,74
2018-03-02,Kanpur,46
2018-03-02,Kochi,74
2018-03-02,Mumbai,778
2018-03-02,Nagpur,248
2018-03-05,Ahmedabad,90
2018-03-05,Bengaluru,5
2018-03-05,Bhopal,6
2018-03-05,"Delhi NCR",1111
2018-03-05,Hyderabad,82
2018-03-05,Kochi,69
2018-03-05,Mumbai,349
2018-03-05,Nagpur,724
2018-03-05,Patna,23
2018-03-06,Ahmedabad,56
2018-03-06,Bhopal,123
2018-03-06,"Delhi NCR",2765
2018-03-06,Hyderabad,10
2018-03-06,Kanpur,88
2018-03-06,Kochi,185
2018-03-06,Mumbai,628
2018-03-06,Nagpur,465
2018-03-07,Ahmedabad,206
2018-03-07,Bhopal,67
2018-03-07,"Delhi NCR",846
2018-03-07,Hyderabad,16
2018-03-07,Kanpur,5
2018-03-07,Kochi,1003
2018-03-07,Mumbai,1484
2018-03-07,Nagpur,1239
2018-03-07,Surat,159
2018-03-08,Ahmedabad,258
2018-03-08,Bhopal,62
2018-03-08,"Delhi NCR",1602
2018-03-08,Hyderabad,28
2018-03-08,Kanpur,115
2018-03-08,Kochi,3502
2018-03-08,Mumbai,109
2018-03-08,Nagpur,437
2018-03-09,Ahmedabad,230
2018-03-09,Bengaluru,21
2018-03-09,Bhopal,66
2018-03-09,"Delhi NCR",1137
2018-03-09,Hyderabad,69
2018-03-09,Kanpur,37
2018-03-09,Kochi,106
2018-03-09,Mumbai,50
2018-03-09,Nagpur,188
2018-03-09,Patna,1
2018-03-10,Ahmedabad,6
2018-03-10,Nagpur,3
2018-03-12,Ahmedabad,328
2018-03-12,Bengaluru,132
2018-03-12,Chennai,190
2018-03-12,"Delhi NCR",1014
2018-03-12,Hyderabad,21
2018-03-12,Kochi,49
2018-03-12,Mumbai,291
2018-03-12,Nagpur,189
2018-03-12,Patna,35
2018-03-13,Ahmedabad,263
2018-03-13,Bhopal,167
2018-03-13,Chennai,305
2018-03-13,"Delhi NCR",1452
2018-03-13,Hyderabad,20
2018-03-13,Kanpur,106
2018-03-13,Kochi,137
2018-03-13,Mumbai,258
2018-03-13,Nagpur,265
2018-03-14,Ahmedabad,849
2018-03-14,Bhopal,90
2018-03-14,"Delhi NCR",3141
2018-03-14,Hyderabad,11
2018-03-14,Kanpur,20
2018-03-14,Kochi,130
2018-03-14,Mumbai,188
2018-03-14,Nagpur,257
2018-03-14,Patna,5
2018-03-14,Surat,393
2018-03-15,Ahmedabad,1251
2018-03-15,Bhopal,238
2018-03-15,"Delhi NCR",430
2018-03-15,Hyderabad,26
2018-03-15,Kochi,82
2018-03-15,Lucknow,18
2018-03-15,Mumbai,5555
2018-03-15,Nagpur,3558
2018-03-16,Ahmedabad,432
2018-03-16,Bhopal,1015
2018-03-16,"Delhi NCR",2485
2018-03-16,Hyderabad,273
2018-03-16,Kanpur,57
2018-03-16,Kochi,88
2018-03-16,Mumbai,375
2018-03-16,Nagpur,1487
2018-03-18,Ahmedabad,71
2018-03-19,Ahmedabad,200
2018-03-19,Bhopal,5
2018-03-19,Chennai,533
2018-03-19,"Delhi NCR",638
2018-03-19,Hyderabad,1
2018-03-19,Kanpur,1
2018-03-19,Kochi,261
2018-03-19,Mumbai,450
2018-03-19,Nagpur,288
2018-03-19,Patna,126
2018-03-20,Ahmedabad,349
2018-03-20,Bhopal,182
2018-03-20,Chennai,53
2018-03-20,"Delhi NCR",2414
2018-03-20,Hyderabad,245
2018-03-20,Kanpur,27
2018-03-20,Kochi,662
2018-03-20,Mumbai,386
2018-03-20,Nagpur,339
2018-03-20,Patna,23
2018-03-20,Surat,262
2018-03-21,Ahmedabad,452
2018-03-21,Bhopal,53
2018-03-21,"Delhi NCR",346
2018-03-21,Hyderabad,14
2018-03-21,Kochi,14
2018-03-21,Mumbai,1303
2018-03-21,Nagpur,95
2018-03-21,Patna,2
2018-03-22,Ahmedabad,205
2018-03-22,Bhopal,33
2018-03-22,Chennai,257
2018-03-22,"Delhi NCR",1444
2018-03-22,Hyderabad,53
2018-03-22,Kochi,97
2018-03-22,Mumbai,749
2018-03-22,Nagpur,121
2018-03-23,Ahmedabad,1682
2018-03-23,Bhopal,206
2018-03-23,"Delhi NCR",3307
2018-03-23,Hyderabad,317
2018-03-23,Kanpur,42
2018-03-23,Kochi,388
2018-03-23,Mumbai,242
2018-03-23,Nagpur,293
2018-03-24,Bhopal,6
2018-03-26,Ahmedabad,326
2018-03-26,Bhopal,520
2018-03-26,"Delhi NCR",2146
2018-03-26,Hyderabad,36
2018-03-26,Kanpur,3
2018-03-26,Kochi,120
2018-03-26,Lucknow,193
2018-03-26,Mumbai,388
2018-03-26,Nagpur,292
2018-03-27,Ahmedabad,180
2018-03-27,Bhopal,121
2018-03-27,Bhubaneshwar,1418
2018-03-27,"Delhi NCR",755
2018-03-27,Hyderabad,2
2018-03-27,Kanpur,7
2018-03-27,Kochi,275
2018-03-27,Lucknow,20
2018-03-27,Mumbai,289
2018-03-27,Nagpur,188
2018-03-27,Patna,20
2018-03-27,Surat,90
2018-03-28,Ahmedabad,232
2018-03-28,Bhopal,51
2018-03-28,"Delhi NCR",1272
2018-03-28,Hyderabad,19
2018-03-28,Kanpur,13
2018-03-28,Kochi,792
2018-03-28,Mumbai,569
2018-03-28,Nagpur,167
2018-03-29,Ahmedabad,330
2018-03-29,Bhopal,1
2018-03-29,"Delhi NCR",556
2018-03-29,Hyderabad,693
2018-03-29,Kanpur,343
2018-03-29,Kochi,441
2018-03-29,Mumbai,434
2018-03-29,Nagpur,451
2018-03-30,Ahmedabad,669
2018-03-30,"Delhi NCR",10
2018-03-30,Hyderabad,1176
2018-03-30,Kanpur,14
2018-03-30,Kochi,2690
2018-03-30,Nagpur,764
2018-03-31,Ahmedabad,3
2018-04-02,Bhopal,69
2018-04-02,Nagpur,1
2018-04-03,Ahmedabad,179
2018-04-03,Bhopal,94
2018-04-03,Chennai,1098
2018-04-03,"Delhi NCR",2896
2018-04-03,Kochi,2
2018-04-03,Mumbai,678
2018-04-03,Nagpur,223
2018-04-03,Patna,13
2018-04-04,Ahmedabad,89
2018-04-04,Bhopal,207
2018-04-04,"Delhi NCR",1325
2018-04-04,Hyderabad,21
2018-04-04,Kanpur,27
2018-04-04,Kochi,887
2018-04-04,Mumbai,2080
2018-04-04,Nagpur,404
2018-04-04,Patna,16
2018-04-05,Ahmedabad,288
2018-04-05,Bhopal,157
2018-04-05,"Delhi NCR",1388
2018-04-05,Hyderabad,688
2018-04-05,Kanpur,17
2018-04-05,Kochi,203
2018-04-05,Mumbai,393
2018-04-05,Nagpur,408
2018-04-06,Ahmedabad,1147
2018-04-06,Bhopal,121
2018-04-06,"Delhi NCR",650
2018-04-06,Hyderabad,46
2018-04-06,Kanpur,32
2018-04-06,Kochi,836
2018-04-06,Mumbai,617
2018-04-06,Nagpur,393
2018-04-07,"Delhi NCR",1
2018-04-09,Ahmedabad,200
2018-04-09,Bhopal,14
2018-04-09,Chennai,2590
2018-04-09,"Delhi NCR",1253
2018-04-09,Hyderabad,14
2018-04-09,Kanpur,8
2018-04-09,Kochi,431
2018-04-09,Mumbai,535
2018-04-09,Nagpur,416
2018-04-10,Ahmedabad,359
2018-04-10,Bhopal,156
2018-04-10,"Delhi NCR",1991
2018-04-10,Hyderabad,27
2018-04-10,Kanpur,27
2018-04-10,Kochi,160
2018-04-10,Mumbai,259
2018-04-10,Nagpur,442
2018-04-10,Patna,55
2018-04-10,Surat,101
2018-04-11,Ahmedabad,209
2018-04-11,Bhopal,116
2018-04-11,Chennai,29
2018-04-11,"Delhi NCR",1684
2018-04-11,Hyderabad,7
2018-04-11,Kanpur,9
2018-04-11,Kochi,45
2018-04-11,Mumbai,1109
2018-04-11,Nagpur,366
2018-04-12,Ahmedabad,638
2018-04-12,Bhopal,73
2018-04-12,Chennai,382
2018-04-12,"Delhi NCR",566
2018-04-12,Hyderabad,51
2018-04-12,Kochi,220
2018-04-12,Mumbai,611
2018-04-12,Nagpur,265
2018-04-13,Ahmedabad,547
2018-04-13,Bhopal,92
2018-04-13,"Delhi NCR",2904
2018-04-13,Hyderabad,115
2018-04-13,Kanpur,42
2018-04-13,Kochi,141
2018-04-13,Mumbai,323
2018-04-13,Nagpur,164
2018-04-14,"Delhi NCR",7
2018-04-16,Ahmedabad,101
2018-04-16,Bhopal,9
2018-04-16,"Delhi NCR",1558
2018-04-16,Hyderabad,16
2018-04-16,Kochi,105
2018-04-16,Mumbai,208
2018-04-16,Nagpur,151
2018-04-16,Patna,53
2018-04-17,Ahmedabad,215
2018-04-17,Bhopal,105
2018-04-17,"Delhi NCR",3226
2018-04-17,Hyderabad,12
2018-04-17,Kanpur,328
2018-04-17,Kochi,819
2018-04-17,Lucknow,217
2018-04-17,Mumbai,494
2018-04-17,Nagpur,436
2018-04-18,Ahmedabad,255
2018-04-18,Bhopal,25
2018-04-18,Chennai,382
2018-04-18,"Delhi NCR",1034
2018-04-18,Hyderabad,123
2018-04-18,Kochi,149
2018-04-18,Mumbai,7018
2018-04-18,Nagpur,435
2018-04-18,Patna,1
2018-04-19,Ahmedabad,463
2018-04-19,Bengaluru,27
2018-04-19,Bhopal,1471
2018-04-19,"Delhi NCR",2119
2018-04-19,Hyderabad,24
2018-04-19,Kanpur,7
2018-04-19,Kochi,221
2018-04-19,Mumbai,377
2018-04-19,Nagpur,3799
2018-04-19,Surat,38
2018-04-20,Ahmedabad,306
2018-04-20,Bengaluru,40
2018-04-20,Bhopal,248
2018-04-20,"Delhi NCR",2121
2018-04-20,Hyderabad,79
2018-04-20,Kanpur,35
2018-04-20,Kochi,904
2018-04-20,Mumbai,922
2018-04-20,Nagpur,340
2018-04-21,Ahmedabad,4
2018-04-22,Ahmedabad,6
2018-04-23,Ahmedabad,121
2018-04-23,Bhopal,1
2018-04-23,Bhubaneshwar,303
2018-04-23,Chennai,12
2018-04-23,"Delhi NCR",2170
2018-04-23,Hyderabad,3
2018-04-23,Kanpur,205
2018-04-23,Kochi,100
2018-04-23,Mumbai,86
2018-04-23,Nagpur,182
2018-04-23,Patna,3
2018-04-24,Ahmedabad,141
2018-04-24,Bhopal,868
2018-04-24,Chennai,147
2018-04-24,"Delhi NCR",1364
2018-04-24,Hyderabad,2
2018-04-24,Kanpur,38
2018-04-24,Kochi,252
2018-04-24,Mumbai,302
2018-04-24,Nagpur,131
2018-04-25,Ahmedabad,517
2018-04-25,Bhopal,32
2018-04-25,"Delhi NCR",2947
2018-04-25,Hyderabad,4
2018-04-25,Kanpur,13
2018-04-25,Kochi,78
2018-04-25,Mumbai,116
2018-04-25,Nagpur,36
2018-04-26,Ahmedabad,370
2018-04-26,Bhopal,125
2018-04-26,"Delhi NCR",372
2018-04-26,Hyderabad,50
2018-04-26,Kochi,363
2018-04-26,Lucknow,124
2018-04-26,Mumbai,124
2018-04-26,Nagpur,614
2018-04-26,Surat,193
2018-04-27,Ahmedabad,500
2018-04-27,Bhopal,44
2018-04-27,Chennai,175
2018-04-27,"Delhi NCR",1099
2018-04-27,Hyderabad,132
2018-04-27,Kanpur,37
2018-04-27,Kochi,258
2018-04-27,Mumbai,467
2018-04-27,Nagpur,200
2018-04-28,Ahmedabad,37
2018-04-30,Ahmedabad,317
2018-04-30,Bengaluru,40
2018-04-30,Bhopal,162
2018-04-30,Chennai,240
2018-04-30,"Delhi NCR",3121
2018-04-30,Hyderabad,40
2018-04-30,Kochi,3433
2018-04-30,Mumbai,202
2018-04-30,Nagpur,158
2018-05-01,"Delhi NCR",60
2018-05-01,Mumbai,492
2018-05-02,Ahmedabad,144
2018-05-02,Bhopal,40
2018-05-02,"Delhi NCR",2165
2018-05-02,Hyderabad,18
2018-05-02,Kanpur,22
2018-05-02,Kochi,146
2018-05-02,Mumbai,185
2018-05-02,Nagpur,304
2018-05-02,Patna,54
2018-05-03,Ahmedabad,428
2018-05-03,Bhopal,36
2018-05-03,"Delhi NCR",668
2018-05-03,Kochi,3287
2018-05-03,Mumbai,1064
2018-05-03,Nagpur,171
2018-05-03,Surat,5
2018-05-04,Ahmedabad,265
2018-05-04,Bhopal,81
2018-05-04,"Delhi NCR",4035
2018-05-04,Kanpur,23
2018-05-04,Kochi,2477
2018-05-04,Mumbai,5561
2018-05-04,Nagpur,2079
2018-05-05,"Delhi NCR",4
2018-05-07,Ahmedabad,309
2018-05-07,Bhopal,38
2018-05-07,"Delhi NCR",708
2018-05-07,Hyderabad,68
2018-05-07,Kanpur,10
2018-05-07,Kochi,280
2018-05-07,Nagpur,624
2018-05-07,Patna,33
2018-05-08,Ahmedabad,10
2018-05-08,Bengaluru,13
2018-05-08,Bhopal,62
2018-05-08,Chennai,76
2018-05-08,"Delhi NCR",1146
2018-05-08,Kochi,100
2018-05-08,Mumbai,229
2018-05-08,Nagpur,290
2018-05-08,Surat,166
2018-05-09,Ahmedabad,555
2018-05-09,Bhopal,53
2018-05-09,"Delhi NCR",2580
2018-05-09,Hyderabad,13
2018-05-09,Kanpur,25
2018-05-09,Kochi,107
2018-05-09,Mumbai,640
2018-05-09,Nagpur,197
2018-05-09,Patna,7
2018-05-10,Bhopal,92
2018-05-10,"Delhi NCR",42
2018-05-10,Hyderabad,2
2018-05-10,Kochi,21
2018-05-10,Mumbai,136
2018-05-10,Nagpur,226
2018-05-11,Ahmedabad,167
2018-05-11,Bhopal,69
2018-05-11,"Delhi NCR",2069
2018-05-11,Hyderabad,105
2018-05-11,Kanpur,60
2018-05-11,Kochi,559
2018-05-11,Mumbai,1039
2018-05-11,Nagpur,287
2018-05-14,Ahmedabad,518
2018-05-14,Bhopal,354
2018-05-14,"Delhi NCR",1656
2018-05-14,Hyderabad,56
2018-05-14,Kanpur,11
2018-05-14,Kochi,22
2018-05-14,Mumbai,394
2018-05-14,Nagpur,192
2018-05-14,Patna,119
2018-05-15,Ahmedabad,301
2018-05-15,Bhopal,109
2018-05-15,Chennai,76
2018-05-15,"Delhi NCR",2483
2018-05-15,Hyderabad,5
2018-05-15,Kochi,134
2018-05-15,Mumbai,194
2018-05-15,Nagpur,230
2018-05-16,Ahmedabad,343
2018-05-16,Bengaluru,10
2018-05-16,Bhopal,110
2018-05-16,Chennai,726
2018-05-16,"Delhi NCR",2088
2018-05-16,Hyderabad,102
2018-05-16,Kanpur,34
2018-05-16,Kochi,81
2018-05-16,Lucknow,67
2018-05-16,Mumbai,526
2018-05-16,Nagpur,121
2018-05-17,Ahmedabad,792
2018-05-17,Bhopal,2
2018-05-17,"Delhi NCR",2583
2018-05-17,Hyderabad,33
2018-05-17,Kanpur,5
2018-05-17,Kochi,241
2018-05-17,Mumbai,238
2018-05-17,Nagpur,282
2018-05-17,Patna,7
2018-05-17,Surat,40
2018-05-18,Ahmedabad,215
2018-05-18,Bhopal,51
2018-05-18,Chennai,30
2018-05-18,"Delhi NCR",1851
2018-05-18,Hyderabad,191
2018-05-18,Kanpur,44
2018-05-18,Kochi,243
2018-05-18,Mumbai,576
2018-05-18,Nagpur,740
2018-05-21,"Delhi NCR",21
2018-05-21,Hyderabad,113
2018-05-21,Kochi,833
2018-05-21,Mumbai,619
2018-05-21,Nagpur,297
2018-05-22,Ahmedabad,153
2018-05-22,Bhopal,79
2018-05-22,"Delhi NCR",1522
2018-05-22,Hyderabad,75
2018-05-22,Kochi,4044
2018-05-22,Mumbai,241
2018-05-22,Nagpur,921
2018-05-23,Ahmedabad,391
2018-05-23,Bhopal,152
2018-05-23,"Delhi NCR",1943
2018-05-23,Hyderabad,76
2018-05-23,Kanpur,79
2018-05-23,Kochi,201
2018-05-23,Mumbai,104
2018-05-23,Nagpur,272
2018-05-23,Patna,6
2018-05-24,Ahmedabad,413
2018-05-24,Bhopal,1405
2018-05-24,"Delhi NCR",3567
2018-05-24,Hyderabad,39
2018-05-24,Kochi,230
2018-05-24,Mumbai,86
2018-05-24,Nagpur,413
2018-05-25,Ahmedabad,347
2018-05-25,Bhopal,38
2018-05-25,"Delhi NCR",1434
2018-05-25,Hyderabad,151
2018-05-25,Kanpur,48
2018-05-25,Kochi,224
2018-05-25,Mumbai,221
2018-05-25,Nagpur,148
2018-05-25,Surat,233
2018-05-26,Ahmedabad,9
2018-05-27,"Delhi NCR",60
2018-05-28,Ahmedabad,569
2018-05-28,Bhopal,648
2018-05-28,"Delhi NCR",2086
2018-05-28,Hyderabad,4
2018-05-28,Kochi,31
2018-05-28,Nagpur,377
2018-05-28,Patna,19
2018-05-29,Ahmedabad,233
2018-05-29,Bhopal,153
2018-05-29,"Delhi NCR",1714
2018-05-29,Hyderabad,37
2018-05-29,Kochi,62
2018-05-29,Mumbai,112
2018-05-29,Nagpur,287
2018-05-29,Surat,204
2018-05-30,Ahmedabad,367
2018-05-30,Bhopal,112
2018-05-30,Chennai,337
2018-05-30,"Delhi NCR",1845
2018-05-30,Hyderabad,304
2018-05-30,Kochi,1397
2018-05-30,Lucknow,168
2018-05-30,Mumbai,1696
2018-05-30,Nagpur,511
2018-05-30,Patna,3
2018-05-31,Ahmedabad,132
2018-05-31,Bhopal,579
2018-05-31,"Delhi NCR",364
2018-05-31,Hyderabad,39
2018-05-31,Kochi,104
2018-05-31,Mumbai,244
2018-05-31,Nagpur,326
2018-06-01,Ahmedabad,298
2018-06-01,Bhopal,35
2018-06-01,"Delhi NCR",1623
2018-06-01,Hyderabad,294
2018-06-01,Kanpur,111
2018-06-01,Kochi,1392
2018-06-01,Mumbai,201
2018-06-01,Nagpur,378
2018-06-01,Patna,100
2018-06-02,"Delhi NCR",5
2018-06-04,Ahmedabad,237
2018-06-04,"Delhi NCR",1889
2018-06-04,Kochi,82
2018-06-04,Mumbai,247
2018-06-04,Nagpur,432
2018-06-05,Ahmedabad,77
2018-06-05,Bhopal,54
2018-06-05,"Delhi NCR",1810
2018-06-05,Hyderabad,4
2018-06-05,Kochi,158
2018-06-05,Mumbai,63
2018-06-05,Nagpur,721
2018-06-05,Patna,52
2018-06-05,Surat,260
2018-06-06,Ahmedabad,390
2018-06-06,Bhopal,89
2018-06-06,"Delhi NCR",2376
2018-06-06,Hyderabad,3
2018-06-06,Kochi,3314
2018-06-06,Mumbai,118
2018-06-06,Nagpur,354
2018-06-06,Patna,7
2018-06-07,Ahmedabad,318
2018-06-07,Bhopal,25
2018-06-07,"Delhi NCR",1173
2018-06-07,Hyderabad,20
2018-06-07,Kanpur,63
2018-06-07,Kochi,171
2018-06-07,Mumbai,309
2018-06-07,Nagpur,639
2018-06-07,Patna,22
2018-06-08,Ahmedabad,603
2018-06-08,Bhopal,81
2018-06-08,"Delhi NCR",1909
2018-06-08,Hyderabad,187
2018-06-08,Kanpur,81
2018-06-08,Kochi,1487
2018-06-08,Mumbai,260
2018-06-08,Nagpur,659
2018-06-09,"Delhi NCR",3
2018-06-11,Ahmedabad,201
2018-06-11,Bhopal,19
2018-06-11,Chennai,701
2018-06-11,"Delhi NCR",675
2018-06-11,Hyderabad,28
2018-06-11,Kanpur,5
2018-06-11,Kochi,181
2018-06-11,Mumbai,3089
2018-06-11,Nagpur,418
2018-06-11,Patna,62
2018-06-12,Ahmedabad,29
2018-06-12,Bhopal,68
2018-06-12,"Delhi NCR",2008
2018-06-12,Hyderabad,1
2018-06-12,Kanpur,7
2018-06-12,Kochi,21
2018-06-12,Mumbai,287
2018-06-12,Nagpur,128
2018-06-12,Surat,279
2018-06-13,Ahmedabad,233
2018-06-13,Bhopal,144
2018-06-13,"Delhi NCR",4113
2018-06-13,Hyderabad,7
2018-06-13,Kochi,110
2018-06-13,Mumbai,963
2018-06-13,Nagpur,237
2018-06-14,Ahmedabad,819
2018-06-14,Bhopal,136
2018-06-14,"Delhi NCR",2221
2018-06-14,Hyderabad,39
2018-06-14,Kanpur,29
2018-06-14,Kochi,97
2018-06-14,Mumbai,288
2018-06-14,Nagpur,114
2018-06-15,Ahmedabad,228
2018-06-15,Bhopal,387
2018-06-15,"Delhi NCR",1392
2018-06-15,Hyderabad,11
2018-06-15,Kanpur,134
2018-06-15,Kochi,469
2018-06-15,Lucknow,120
2018-06-15,Mumbai,162
2018-06-15,Nagpur,602
2018-06-16,Nagpur,4
2018-06-18,Ahmedabad,148
2018-06-18,Bhopal,15
2018-06-18,"Delhi NCR",518
2018-06-18,Hyderabad,9
2018-06-18,Kochi,21
2018-06-18,Mumbai,637
2018-06-18,Nagpur,501
2018-06-19,Ahmedabad,286
2018-06-19,Bhopal,1495
2018-06-19,Chennai,36
2018-06-19,"Delhi NCR",1262
2018-06-19,Hyderabad,23
2018-06-19,Kochi,68
2018-06-19,Lucknow,53
2018-06-19,Mumbai,911
2018-06-19,Nagpur,199
2018-06-19,Surat,260
2018-06-20,Ahmedabad,237
2018-06-20,Bhopal,122
2018-06-20,"Delhi NCR",1495
2018-06-20,Hyderabad,786
2018-06-20,Kanpur,15
2018-06-20,Kochi,195
2018-06-20,Mumbai,300
2018-06-20,Nagpur,1359
2018-06-21,Ahmedabad,611
2018-06-21,Bhopal,24
2018-06-21,Chennai,23
2018-06-21,"Delhi NCR",163
2018-06-21,Hyderabad,88
2018-06-21,Kanpur,25
2018-06-21,Kochi,227
2018-06-21,Mumbai,441
2018-06-21,Nagpur,347
2018-06-22,Ahmedabad,385
2018-06-22,Bengaluru,25
2018-06-22,Bhopal,83
2018-06-22,"Delhi NCR",3724
2018-06-22,Hyderabad,32
2018-06-22,Kanpur,34
2018-06-22,Kochi,155
2018-06-22,Mumbai,690
2018-06-22,Nagpur,410
2018-06-22,Patna,4
2018-06-25,Ahmedabad,333
2018-06-25,"Delhi NCR",583
2018-06-25,Hyderabad,68
2018-06-25,Kochi,70
2018-06-25,Mumbai,2039
2018-06-25,Nagpur,386
2018-06-25,Patna,5
2018-06-26,Ahmedabad,93
2018-06-26,Bhopal,98
2018-06-26,"Delhi NCR",1621
2018-06-26,Hyderabad,4
2018-06-26,Kanpur,58
2018-06-26,Kochi,204
2018-06-26,Mumbai,335
2018-06-26,Nagpur,710
2018-06-26,Surat,227
2018-06-27,Ahmedabad,82
2018-06-27,Bhopal,145
2018-06-27,Chennai,71
2018-06-27,"Delhi NCR",908
2018-06-27,Hyderabad,30
2018-06-27,Kochi,445
2018-06-27,Mumbai,744
2018-06-27,Nagpur,937
2018-06-28,Ahmedabad,183
2018-06-28,Bengaluru,10
2018-06-28,Bhopal,57
2018-06-28,Chennai,286
2018-06-28,"Delhi NCR",1806
2018-06-28,Hyderabad,51
2018-06-28,Kanpur,9
2018-06-28,Kochi,319
2018-06-28,Mumbai,217
2018-06-28,Nagpur,987
2018-06-28,Patna,3
2018-06-29,Ahmedabad,396
2018-06-29,Bhopal,78
2018-06-29,"Delhi NCR",4209
2018-06-29,Hyderabad,211
2018-06-29,Kanpur,64
2018-06-29,Kochi,2462
2018-06-29,Mumbai,36
2018-06-29,Nagpur,396
2018-07-02,Ahmedabad,539
2018-07-02,"Delhi NCR",1809
2018-07-02,Hyderabad,6
2018-07-02,Kanpur,26
2018-07-02,Kochi,186
2018-07-02,Mumbai,77
2018-07-02,Nagpur,588
2018-07-02,Patna,51
2018-07-03,Ahmedabad,250
2018-07-03,Bhopal,99
2018-07-03,"Delhi NCR",1838
2018-07-03,Hyderabad,1
2018-07-03,Kanpur,6
2018-07-03,Kochi,204
2018-07-03,Mumbai,169
2018-07-03,Nagpur,225
2018-07-03,Surat,103
2018-07-04,Ahmedabad,292
2018-07-04,Bhopal,237
2018-07-04,"Delhi NCR",2068
2018-07-04,Hyderabad,60
2018-07-04,Kanpur,10
2018-07-04,Kochi,175
2018-07-04,Mumbai,422
2018-07-04,Nagpur,388
2018-07-05,Ahmedabad,528
2018-07-05,Bhopal,63
2018-07-05,"Delhi NCR",1223
2018-07-05,Hyderabad,32
2018-07-05,Kanpur,25
2018-07-05,Kochi,237
2018-07-05,Mumbai,284
2018-07-05,Nagpur,393
2018-07-06,Ahmedabad,93
2018-07-06,Bhopal,179
2018-07-06,"Delhi NCR",749
2018-07-06,Hyderabad,81
2018-07-06,Kanpur,36
2018-07-06,Kochi,504
2018-07-06,Mumbai,472
2018-07-06,Nagpur,908
2018-07-07,"Delhi NCR",11
2018-07-07,Nagpur,25
2018-07-08,Nagpur,6
2018-07-09,Ahmedabad,105
2018-07-09,Bhopal,6
2018-07-09,"Delhi NCR",706
2018-07-09,Hyderabad,1
2018-07-09,Kochi,81
2018-07-09,Mumbai,517
2018-07-09,Nagpur,273
2018-07-09,Patna,3
2018-07-10,Ahmedabad,152
2018-07-10,Bhopal,128
2018-07-10,"Delhi NCR",2248
2018-07-10,Hyderabad,17
2018-07-10,Kochi,12
2018-07-10,Mumbai,298
2018-07-10,Nagpur,340
2018-07-10,Surat,258
2018-07-11,Ahmedabad,288
2018-07-11,Bhopal,54
2018-07-11,"Delhi NCR",2664
2018-07-11,Hyderabad,30
2018-07-11,Kochi,319
2018-07-11,Lucknow,46
2018-07-11,Mumbai,537
2018-07-11,Nagpur,2144
2018-07-12,Ahmedabad,313
2018-07-12,Bhopal,33
2018-07-12,Chennai,53
2018-07-12,"Delhi NCR",2452
2018-07-12,Hyderabad,38
2018-07-12,Kochi,91
2018-07-12,Mumbai,305
2018-07-12,Nagpur,156
2018-07-13,Ahmedabad,252
2018-07-13,Bhopal,87
2018-07-13,Chennai,149
2018-07-13,"Delhi NCR",2051
2018-07-13,Hyderabad,160
2018-07-13,Kanpur,221
2018-07-13,Kochi,521
2018-07-13,Mumbai,831
2018-07-13,Nagpur,299
2018-07-14,"Delhi NCR",7
2018-07-16,Ahmedabad,34
2018-07-16,Bhopal,21
2018-07-16,"Delhi NCR",2389
2018-07-16,Kochi,118
2018-07-16,Mumbai,186
2018-07-16,Nagpur,153
2018-07-16,Patna,108
2018-07-17,Ahmedabad,269
2018-07-17,Bhopal,1509
2018-07-17,"Delhi NCR",1408
2018-07-17,Hyderabad,4
2018-07-17,Kochi,91
2018-07-17,Mumbai,207
2018-07-17,Nagpur,441
2018-07-17,Surat,265
2018-07-18,Ahmedabad,401
2018-07-18,Bhopal,101
2018-07-18,"Delhi NCR",2917
2018-07-18,Hyderabad,12
2018-07-18,Kanpur,53
2018-07-18,Kochi,460
2018-07-18,Mumbai,33
2018-07-18,Nagpur,345
2018-07-19,Ahmedabad,261
2018-07-19,Bhopal,10
2018-07-19,"Delhi NCR",818
2018-07-19,Hyderabad,22
2018-07-19,Kanpur,11
2018-07-19,Kochi,130
2018-07-19,Mumbai,394
2018-07-19,Nagpur,192
2018-07-20,Ahmedabad,261
2018-07-20,Bhopal,68
2018-07-20,"Delhi NCR",3525
2018-07-20,Hyderabad,13
2018-07-20,Kanpur,41
2018-07-20,Kochi,212
2018-07-20,Mumbai,95
2018-07-20,Nagpur,517
2018-07-21,"Delhi NCR",41
2018-07-21,Mumbai,72
2018-07-23,Ahmedabad,99
2018-07-23,Bhopal,292
2018-07-23,"Delhi NCR",1925
2018-07-23,Kanpur,7
2018-07-23,Kochi,96
2018-07-23,Mumbai,10764
2018-07-23,Nagpur,150
2018-07-23,Patna,36
2018-07-24,Ahmedabad,263
2018-07-24,Bhopal,1128
2018-07-24,Chennai,67
2018-07-24,"Delhi NCR",1964
2018-07-24,Hyderabad,35
2018-07-24,Kochi,114
2018-07-24,Mumbai,831
2018-07-24,Nagpur,214
2018-07-25,Ahmedabad,288
2018-07-25,Bhopal,40
2018-07-25,"Delhi NCR",1869
2018-07-25,Hyderabad,47
2018-07-25,Kochi,142
2018-07-25,Mumbai,84
2018-07-25,Nagpur,1066
2018-07-25,Patna,1
2018-07-26,Ahmedabad,283
2018-07-26,Bhopal,60
2018-07-26,"Delhi NCR",1595
2018-07-26,Hyderabad,14
2018-07-26,Kochi,42
2018-07-26,Lucknow,124
