customer_code,product_code,sales_qty,Sales_status
Cus029,Prod114,2,"Low sales"
Cus029,Prod116,2,"Low sales"
Cus023,Prod275,2,"Low sales"
Cus029,Prod123,2,"Low sales"
Cus023,Prod134,2,"Low sales"
Cus029,Prod242,2,"Low sales"
Cus029,Prod134,2,"Low sales"
Cus029,Prod105,2,"Low sales"
Cus029,Prod260,2,"Low sales"
Cus029,Prod053,2,"Low sales"
Cus023,Prod065,2,"Low sales"
Cus029,Prod267,2,"Low sales"
Cus023,Prod255,2,"Low sales"
Cus029,Prod145,2,"Low sales"
Cus029,Prod263,2,"Low sales"
Cus029,Prod056,2,"Low sales"
Cus029,Prod091,2,"Low sales"
Cus029,Prod278,2,"Low sales"
Cus029,Prod117,2,"Low sales"
Cus029,Prod271,2,"Low sales"
Cus029,Prod054,2,"Low sales"
Cus029,Prod124,2,"Low sales"
Cus029,Prod055,2,"Low sales"
Cus024,Prod113,2,"Low sales"
Cus024,Prod058,2,"Low sales"
Cus024,Prod271,2,"Low sales"
Cus027,Prod122,2,"Low sales"
Cus027,Prod134,2,"Low sales"
Cus027,Prod138,2,"Low sales"
Cus023,Prod101,2,"Low sales"
Cus027,Prod090,2,"Low sales"
Cus027,Prod188,2,"Low sales"
Cus027,Prod167,2,"Low sales"
Cus027,Prod065,2,"Low sales"
Cus027,Prod148,2,"Low sales"
Cus027,Prod057,2,"Low sales"
Cus027,Prod120,2,"Low sales"
Cus027,Prod131,2,"Low sales"
Cus027,Prod145,2,"Low sales"
Cus027,Prod149,2,"Low sales"
Cus027,Prod121,2,"Low sales"
Cus024,Prod269,2,"Low sales"
Cus024,Prod121,2,"Low sales"
Cus024,Prod054,2,"Low sales"
Cus037,Prod229,2,"Low sales"
Cus037,Prod166,2,"Low sales"
Cus037,Prod049,2,"Low sales"
Cus037,Prod047,2,"Low sales"
Cus037,Prod165,2,"Low sales"
Cus037,Prod054,2,"Low sales"
Cus037,Prod041,2,"Low sales"
Cus034,Prod227,2,"Low sales"
Cus034,Prod146,2,"Low sales"
Cus034,Prod166,2,"Low sales"
Cus034,Prod236,2,"Low sales"
Cus034,Prod232,2,"Low sales"
Cus034,Prod241,2,"Low sales"
Cus034,Prod260,2,"Low sales"
Cus034,Prod105,2,"Low sales"
Cus037,Prod227,2,"Low sales"
Cus037,Prod121,2,"Low sales"
Cus023,Prod053,2,"Low sales"
Cus037,Prod131,2,"Low sales"
Cus037,Prod129,2,"Low sales"
Cus023,Prod114,2,"Low sales"
Cus023,Prod116,2,"Low sales"
Cus023,Prod238,2,"Low sales"
Cus023,Prod113,2,"Low sales"
Cus023,Prod054,2,"Low sales"
Cus023,Prod017,2,"Low sales"
Cus023,Prod093,2,"Low sales"
Cus023,Prod117,2,"Low sales"
Cus023,Prod261,2,"Low sales"
Cus023,Prod049,2,"Low sales"
Cus023,Prod018,2,"Low sales"
Cus023,Prod164,2,"Low sales"
Cus023,Prod023,2,"Low sales"
Cus023,Prod105,2,"Low sales"
Cus023,Prod131,2,"Low sales"
Cus033,Prod278,2,"Low sales"
Cus033,Prod271,2,"Low sales"
Cus033,Prod233,2,"Low sales"
Cus033,Prod040,2,"Low sales"
Cus033,Prod159,2,"Low sales"
Cus033,Prod129,2,"Low sales"
Cus033,Prod135,2,"Low sales"
Cus033,Prod187,2,"Low sales"
Cus033,Prod126,2,"Low sales"
Cus033,Prod196,2,"Low sales"
Cus033,Prod113,2,"Low sales"
Cus024,Prod101,2,"Low sales"
Cus024,Prod052,2,"Low sales"
Cus024,Prod185,2,"Low sales"
Cus024,Prod166,2,"Low sales"
Cus024,Prod018,2,"Low sales"
Cus024,Prod261,2,"Low sales"
Cus024,Prod263,2,"Low sales"
Cus024,Prod064,2,"Low sales"
Cus024,Prod053,2,"Low sales"
Cus024,Prod057,2,"Low sales"
Cus024,Prod065,2,"Low sales"
Cus027,Prod135,2,"Low sales"
Cus001,Prod136,2,"Low sales"
Cus001,Prod081,2,"Low sales"
Cus001,Prod277,2,"Low sales"
Cus001,Prod271,2,"Low sales"
Cus001,Prod276,2,"Low sales"
Cus001,Prod120,2,"Low sales"
Cus001,Prod229,2,"Low sales"
Cus001,Prod235,2,"Low sales"
Cus001,Prod267,2,"Low sales"
Cus001,Prod231,2,"Low sales"
Cus001,Prod254,2,"Low sales"
Cus001,Prod131,2,"Low sales"
Cus004,Prod131,2,"Low sales"
Cus001,Prod261,2,"Low sales"
Cus001,Prod227,2,"Low sales"
Cus001,Prod121,2,"Low sales"
Cus001,Prod238,2,"Low sales"
Cus001,Prod070,2,"Low sales"
Cus001,Prod266,2,"Low sales"
Cus001,Prod204,2,"Low sales"
Cus001,Prod273,2,"Low sales"
Cus001,Prod279,2,"Low sales"
Cus002,Prod131,2,"Low sales"
Cus001,Prod278,2,"Low sales"
Cus001,Prod269,2,"Low sales"
Cus003,Prod232,2,"Low sales"
Cus001,Prod265,2,"Low sales"
Cus001,Prod126,2,"Low sales"
Cus001,Prod117,2,"Low sales"
Cus001,Prod275,2,"Low sales"
Cus001,Prod270,2,"Low sales"
Cus001,Prod128,2,"Low sales"
Cus002,Prod101,2,"Low sales"
Cus005,Prod162,2,"Low sales"
Cus005,Prod267,2,"Low sales"
Cus005,Prod040,2,"Low sales"
Cus002,Prod134,2,"Low sales"
Cus001,Prod076,2,"Low sales"
Cus005,Prod137,2,"Low sales"
Cus002,Prod165,2,"Low sales"
Cus005,Prod135,2,"Low sales"
Cus002,Prod196,2,"Low sales"
Cus005,Prod140,2,"Low sales"
Cus005,Prod276,2,"Low sales"
Cus005,Prod159,2,"Low sales"
Cus005,Prod279,2,"Low sales"
Cus005,Prod113,2,"Low sales"
Cus005,Prod114,2,"Low sales"
Cus005,Prod264,2,"Low sales"
Cus005,Prod270,2,"Low sales"
Cus002,Prod227,2,"Low sales"
Cus005,Prod187,2,"Low sales"
Cus002,Prod054,2,"Low sales"
Cus002,Prod058,2,"Low sales"
Cus005,Prod263,2,"Low sales"
Cus005,Prod178,2,"Low sales"
Cus005,Prod129,2,"Low sales"
Cus005,Prod170,2,"Low sales"
Cus005,Prod271,2,"Low sales"
Cus005,Prod099,2,"Low sales"
Cus005,Prod177,2,"Low sales"
Cus002,Prod129,2,"Low sales"
Cus005,Prod122,2,"Low sales"
Cus005,Prod273,2,"Low sales"
Cus005,Prod191,2,"Low sales"
Cus005,Prod102,2,"Low sales"
Cus005,Prod123,2,"Low sales"
Cus005,Prod246,2,"Low sales"
Cus005,Prod252,2,"Low sales"
Cus005,Prod117,2,"Low sales"
Cus005,Prod116,2,"Low sales"
Cus005,Prod126,2,"Low sales"
Cus005,Prod046,2,"Low sales"
Cus005,Prod105,2,"Low sales"
Cus005,Prod239,2,"Low sales"
Cus005,Prod212,2,"Low sales"
Cus005,Prod165,2,"Low sales"
Cus005,Prod049,2,"Low sales"
Cus005,Prod166,2,"Low sales"
Cus005,Prod261,2,"Low sales"
Cus005,Prod152,2,"Low sales"
Cus005,Prod214,2,"Low sales"
Cus005,Prod215,2,"Low sales"
Cus005,Prod210,2,"Low sales"
Cus005,Prod237,2,"Low sales"
Cus005,Prod209,2,"Low sales"
Cus005,Prod244,2,"Low sales"
Cus005,Prod124,2,"Low sales"
Cus003,Prod133,2,"Low sales"
Cus003,Prod064,2,"Low sales"
Cus003,Prod118,2,"Low sales"
Cus003,Prod021,2,"Low sales"
Cus003,Prod065,2,"Low sales"
Cus003,Prod049,2,"Low sales"
Cus003,Prod147,2,"Low sales"
Cus003,Prod121,2,"Low sales"
Cus003,Prod223,2,"Low sales"
Cus003,Prod227,2,"Low sales"
Cus003,Prod113,2,"Low sales"
Cus003,Prod120,2,"Low sales"
Cus003,Prod229,2,"Low sales"
Cus002,Prod121,2,"Low sales"
Cus003,Prod131,2,"Low sales"
Cus003,Prod090,2,"Low sales"
Cus003,Prod261,2,"Low sales"
Cus003,Prod105,2,"Low sales"
Cus003,Prod241,2,"Low sales"
Cus004,Prod060,2,"Low sales"
Cus003,Prod248,2,"Low sales"
Cus002,Prod065,2,"Low sales"
Cus004,Prod168,2,"Low sales"
Cus003,Prod179,2,"Low sales"
Cus003,Prod093,2,"Low sales"
Cus001,Prod232,2,"Low sales"
Cus001,Prod236,2,"Low sales"
Cus001,Prod272,2,"Low sales"
Cus003,Prod249,2,"Low sales"
Cus002,Prod166,2,"Low sales"
Cus003,Prod236,2,"Low sales"
Cus005,Prod269,2,"Low sales"
Cus003,Prod094,2,"Low sales"
Cus004,Prod167,2,"Low sales"
Cus004,Prod098,2,"Low sales"
Cus002,Prod229,2,"Low sales"
Cus004,Prod165,2,"Low sales"
Cus004,Prod152,2,"Low sales"
Cus002,Prod053,2,"Low sales"
Cus002,Prod180,2,"Low sales"
Cus004,Prod090,2,"Low sales"
Cus002,Prod049,2,"Low sales"
Cus001,Prod105,2,"Low sales"
Cus001,Prod249,2,"Low sales"
Cus001,Prod179,2,"Low sales"
Cus004,Prod266,2,"Low sales"
Cus001,Prod090,2,"Low sales"
Cus001,Prod260,2,"Low sales"
Cus002,Prod047,2,"Low sales"
Cus001,Prod259,2,"Low sales"
Cus001,Prod241,2,"Low sales"
Cus001,Prod268,2,"Low sales"
Cus001,Prod093,2,"Low sales"
Cus002,Prod057,2,"Low sales"
Cus004,Prod105,2,"Low sales"
Cus004,Prod260,2,"Low sales"
Cus004,Prod121,2,"Low sales"
Cus003,Prod039,2,"Low sales"
Cus003,Prod060,2,"Low sales"
Cus003,Prod033,2,"Low sales"
Cus003,Prod103,2,"Low sales"
Cus003,Prod098,2,"Low sales"
Cus003,Prod167,2,"Low sales"
Cus003,Prod023,2,"Low sales"
Cus003,Prod169,2,"Low sales"
Cus003,Prod010,2,"Low sales"
Cus003,Prod057,2,"Low sales"
Cus003,Prod062,2,"Low sales"
Cus003,Prod117,2,"Low sales"
Cus003,Prod148,2,"Low sales"
Cus003,Prod149,2,"Low sales"
Cus003,Prod145,2,"Low sales"
Cus003,Prod225,2,"Low sales"
Cus003,Prod009,2,"Low sales"
Cus003,Prod059,2,"Low sales"
Cus003,Prod061,2,"Low sales"
Cus003,Prod058,2,"Low sales"
Cus003,Prod168,2,"Low sales"
Cus003,Prod234,2,"Low sales"
Cus005,Prod106,3,"Low sales"
Cus005,Prod246,3,"Low sales"
Cus005,Prod273,3,"Low sales"
Cus005,Prod113,3,"Low sales"
Cus005,Prod102,3,"Low sales"
Cus005,Prod129,3,"Low sales"
Cus005,Prod267,3,"Low sales"
Cus004,Prod023,3,"Low sales"
Cus005,Prod019,3,"Low sales"
Cus005,Prod269,3,"Low sales"
Cus005,Prod117,3,"Low sales"
Cus005,Prod116,3,"Low sales"
Cus005,Prod270,3,"Low sales"
Cus005,Prod122,3,"Low sales"
Cus005,Prod105,3,"Low sales"
Cus001,Prod110,3,"Low sales"
Cus005,Prod099,3,"Low sales"
Cus004,Prod061,3,"Low sales"
Cus004,Prod121,3,"Low sales"
Cus004,Prod060,3,"Low sales"
Cus005,Prod265,3,"Low sales"
Cus005,Prod239,3,"Low sales"
Cus005,Prod252,3,"Low sales"
Cus005,Prod178,3,"Low sales"
Cus005,Prod177,3,"Low sales"
Cus004,Prod120,3,"Low sales"
Cus001,Prod126,3,"Low sales"
Cus001,Prod265,3,"Low sales"
Cus001,Prod101,3,"Low sales"
Cus001,Prod271,3,"Low sales"
Cus001,Prod127,3,"Low sales"
Cus001,Prod105,3,"Low sales"
Cus001,Prod238,3,"Low sales"
Cus001,Prod240,3,"Low sales"
Cus001,Prod272,3,"Low sales"
Cus001,Prod179,3,"Low sales"
Cus002,Prod065,3,"Low sales"
Cus002,Prod180,3,"Low sales"
Cus002,Prod057,3,"Low sales"
Cus002,Prod053,3,"Low sales"
Cus002,Prod049,3,"Low sales"
Cus002,Prod166,3,"Low sales"
Cus001,Prod260,3,"Low sales"
Cus002,Prod043,3,"Low sales"
Cus002,Prod229,3,"Low sales"
Cus001,Prod109,3,"Low sales"
Cus002,Prod165,3,"Low sales"
Cus001,Prod268,3,"Low sales"
Cus002,Prod117,3,"Low sales"
Cus002,Prod047,3,"Low sales"
Cus002,Prod051,3,"Low sales"
Cus001,Prod236,3,"Low sales"
Cus002,Prod058,3,"Low sales"
Cus002,Prod227,3,"Low sales"
Cus001,Prod251,3,"Low sales"
Cus002,Prod054,3,"Low sales"
Cus002,Prod146,3,"Low sales"
Cus001,Prod241,3,"Low sales"
Cus002,Prod101,3,"Low sales"
Cus002,Prod121,3,"Low sales"
Cus001,Prod259,3,"Low sales"
Cus001,Prod093,3,"Low sales"
Cus001,Prod090,3,"Low sales"
Cus001,Prod232,3,"Low sales"
Cus001,Prod249,3,"Low sales"
Cus001,Prod254,3,"Low sales"
Cus001,Prod231,3,"Low sales"
Cus001,Prod235,3,"Low sales"
Cus001,Prod120,3,"Low sales"
Cus001,Prod131,3,"Low sales"
Cus001,Prod121,3,"Low sales"
Cus005,Prod049,3,"Low sales"
Cus001,Prod227,3,"Low sales"
Cus001,Prod070,3,"Low sales"
Cus001,Prod041,3,"Low sales"
Cus001,Prod045,3,"Low sales"
Cus001,Prod167,3,"Low sales"
Cus004,Prod268,3,"Low sales"
Cus004,Prod238,3,"Low sales"
Cus004,Prod232,3,"Low sales"
Cus004,Prod249,3,"Low sales"
Cus005,Prod124,3,"Low sales"
Cus004,Prod260,3,"Low sales"
Cus002,Prod129,3,"Low sales"
Cus004,Prod093,3,"Low sales"
Cus004,Prod021,3,"Low sales"
Cus005,Prod047,3,"Low sales"
Cus005,Prod165,3,"Low sales"
Cus005,Prod261,3,"Low sales"
Cus004,Prod145,3,"Low sales"
Cus004,Prod090,3,"Low sales"
Cus005,Prod166,3,"Low sales"
Cus005,Prod152,3,"Low sales"
Cus005,Prod131,3,"Low sales"
Cus005,Prod121,3,"Low sales"
Cus005,Prod237,3,"Low sales"
Cus005,Prod244,3,"Low sales"
Cus005,Prod123,3,"Low sales"
Cus005,Prod279,3,"Low sales"
Cus005,Prod046,3,"Low sales"
Cus005,Prod140,3,"Low sales"
Cus005,Prod271,3,"Low sales"
Cus005,Prod135,3,"Low sales"
Cus005,Prod187,3,"Low sales"
Cus005,Prod159,3,"Low sales"
Cus003,Prod098,3,"Low sales"
Cus003,Prod118,3,"Low sales"
Cus003,Prod133,3,"Low sales"
Cus003,Prod103,3,"Low sales"
Cus003,Prod113,3,"Low sales"
Cus003,Prod064,3,"Low sales"
Cus003,Prod039,3,"Low sales"
Cus003,Prod065,3,"Low sales"
Cus003,Prod060,3,"Low sales"
Cus003,Prod148,3,"Low sales"
Cus003,Prod167,3,"Low sales"
Cus003,Prod057,3,"Low sales"
Cus003,Prod010,3,"Low sales"
Cus003,Prod131,3,"Low sales"
Cus003,Prod120,3,"Low sales"
Cus003,Prod149,3,"Low sales"
Cus003,Prod059,3,"Low sales"
Cus003,Prod009,3,"Low sales"
Cus003,Prod121,3,"Low sales"
Cus003,Prod145,3,"Low sales"
Cus003,Prod061,3,"Low sales"
Cus003,Prod234,3,"Low sales"
Cus003,Prod266,3,"Low sales"
Cus003,Prod093,3,"Low sales"
Cus003,Prod090,3,"Low sales"
Cus003,Prod179,3,"Low sales"
Cus003,Prod232,3,"Low sales"
Cus003,Prod236,3,"Low sales"
Cus003,Prod249,3,"Low sales"
Cus003,Prod094,3,"Low sales"
Cus003,Prod105,3,"Low sales"
Cus003,Prod241,3,"Low sales"
Cus003,Prod261,3,"Low sales"
Cus003,Prod227,3,"Low sales"
Cus003,Prod224,3,"Low sales"
Cus003,Prod147,3,"Low sales"
Cus017,Prod250,3,"Low sales"
Cus022,Prod260,3,"Low sales"
Cus017,Prod065,3,"Low sales"
Cus017,Prod134,3,"Low sales"
Cus017,Prod255,3,"Low sales"
Cus017,Prod100,3,"Low sales"
Cus017,Prod095,3,"Low sales"
Cus017,Prod079,3,"Low sales"
Cus017,Prod053,3,"Low sales"
Cus017,Prod123,3,"Low sales"
Cus017,Prod116,3,"Low sales"
Cus017,Prod114,3,"Low sales"
Cus017,Prod260,3,"Low sales"
Cus017,Prod064,3,"Low sales"
Cus017,Prod105,3,"Low sales"
Cus017,Prod057,3,"Low sales"
Cus021,Prod113,3,"Low sales"
Cus015,Prod053,3,"Low sales"
Cus021,Prod131,3,"Low sales"
Cus015,Prod054,3,"Low sales"
Cus018,Prod116,3,"Low sales"
Cus018,Prod095,3,"Low sales"
Cus021,Prod269,3,"Low sales"
Cus014,Prod113,3,"Low sales"
Cus021,Prod265,3,"Low sales"
Cus018,Prod054,3,"Low sales"
Cus021,Prod100,3,"Low sales"
Cus022,Prod254,3,"Low sales"
Cus014,Prod133,3,"Low sales"
Cus014,Prod145,3,"Low sales"
Cus014,Prod152,3,"Low sales"
Cus014,Prod204,3,"Low sales"
Cus021,Prod182,3,"Low sales"
Cus021,Prod263,3,"Low sales"
Cus022,Prod095,3,"Low sales"
Cus020,Prod110,3,"Low sales"
Cus020,Prod121,3,"Low sales"
Cus020,Prod124,3,"Low sales"
Cus017,Prod242,3,"Low sales"
Cus020,Prod237,3,"Low sales"
Cus020,Prod134,3,"Low sales"
Cus014,Prod166,3,"Low sales"
Cus014,Prod049,3,"Low sales"
Cus020,Prod239,3,"Low sales"
Cus016,Prod090,3,"Low sales"
Cus016,Prod018,3,"Low sales"
Cus016,Prod052,3,"Low sales"
Cus020,Prod252,3,"Low sales"
Cus020,Prod106,3,"Low sales"
Cus020,Prod102,3,"Low sales"
Cus020,Prod054,3,"Low sales"
Cus016,Prod025,3,"Low sales"
Cus020,Prod058,3,"Low sales"
Cus020,Prod131,3,"Low sales"
Cus020,Prod056,3,"Low sales"
Cus020,Prod267,3,"Low sales"
Cus020,Prod117,3,"Low sales"
Cus020,Prod065,3,"Low sales"
Cus020,Prod263,3,"Low sales"
Cus020,Prod271,3,"Low sales"
Cus020,Prod264,3,"Low sales"
Cus016,Prod210,3,"Low sales"
Cus020,Prod269,3,"Low sales"
Cus020,Prod057,3,"Low sales"
Cus020,Prod255,3,"Low sales"
Cus020,Prod238,3,"Low sales"
Cus020,Prod095,3,"Low sales"
Cus020,Prod053,3,"Low sales"
Cus016,Prod261,3,"Low sales"
Cus016,Prod131,3,"Low sales"
Cus016,Prod047,3,"Low sales"
Cus016,Prod209,3,"Low sales"
Cus021,Prod056,3,"Low sales"
Cus021,Prod279,3,"Low sales"
Cus016,Prod262,3,"Low sales"
Cus016,Prod121,3,"Low sales"
Cus016,Prod216,3,"Low sales"
Cus018,Prod255,3,"Low sales"
Cus018,Prod053,3,"Low sales"
Cus018,Prod134,3,"Low sales"
Cus018,Prod250,3,"Low sales"
Cus018,Prod260,3,"Low sales"
Cus016,Prod152,3,"Low sales"
Cus013,Prod065,3,"Low sales"
Cus013,Prod010,3,"Low sales"
Cus013,Prod145,3,"Low sales"
Cus013,Prod167,3,"Low sales"
Cus013,Prod121,3,"Low sales"
Cus013,Prod168,3,"Low sales"
Cus013,Prod204,3,"Low sales"
Cus013,Prod135,3,"Low sales"
Cus013,Prod047,3,"Low sales"
Cus018,Prod105,3,"Low sales"
Cus018,Prod065,3,"Low sales"
Cus018,Prod055,3,"Low sales"
Cus018,Prod113,3,"Low sales"
Cus018,Prod238,3,"Low sales"
Cus018,Prod120,3,"Low sales"
Cus018,Prod131,3,"Low sales"
Cus018,Prod056,3,"Low sales"
Cus016,Prod117,3,"Low sales"
Cus018,Prod121,3,"Low sales"
Cus018,Prod124,3,"Low sales"
Cus016,Prod011,3,"Low sales"
Cus016,Prod218,3,"Low sales"
Cus016,Prod206,3,"Low sales"
Cus016,Prod049,3,"Low sales"
Cus016,Prod039,3,"Low sales"
Cus016,Prod129,3,"Low sales"
Cus016,Prod212,3,"Low sales"
Cus016,Prod017,3,"Low sales"
Cus016,Prod267,3,"Low sales"
Cus016,Prod271,3,"Low sales"
Cus016,Prod207,3,"Low sales"
Cus016,Prod024,3,"Low sales"
Cus016,Prod054,3,"Low sales"
Cus016,Prod093,3,"Low sales"
Cus018,Prod114,3,"Low sales"
Cus018,Prod123,3,"Low sales"
Cus021,Prod271,3,"Low sales"
Cus021,Prod123,3,"Low sales"
Cus021,Prod114,3,"Low sales"
Cus021,Prod267,3,"Low sales"
Cus021,Prod264,3,"Low sales"
Cus021,Prod270,3,"Low sales"
Cus021,Prod117,3,"Low sales"
Cus021,Prod255,3,"Low sales"
Cus017,Prod261,3,"Low sales"
Cus017,Prod043,3,"Low sales"
Cus017,Prod166,3,"Low sales"
Cus019,Prod055,3,"Low sales"
Cus019,Prod227,3,"Low sales"
Cus019,Prod054,3,"Low sales"
Cus019,Prod058,3,"Low sales"
Cus019,Prod113,3,"Low sales"
Cus019,Prod056,3,"Low sales"
Cus019,Prod065,3,"Low sales"
Cus019,Prod271,3,"Low sales"
Cus019,Prod269,3,"Low sales"
Cus019,Prod263,3,"Low sales"
Cus019,Prod117,3,"Low sales"
Cus019,Prod255,3,"Low sales"
Cus019,Prod270,3,"Low sales"
Cus019,Prod105,3,"Low sales"
Cus019,Prod250,3,"Low sales"
Cus019,Prod114,3,"Low sales"
Cus019,Prod095,3,"Low sales"
Cus019,Prod053,3,"Low sales"
Cus019,Prod100,3,"Low sales"
Cus019,Prod116,3,"Low sales"
Cus019,Prod057,3,"Low sales"
Cus019,Prod134,3,"Low sales"
Cus019,Prod238,3,"Low sales"
Cus020,Prod099,3,"Low sales"
Cus017,Prod122,3,"Low sales"
Cus017,Prod088,3,"Low sales"
Cus017,Prod091,3,"Low sales"
Cus017,Prod055,3,"Low sales"
Cus017,Prod113,3,"Low sales"
Cus017,Prod131,3,"Low sales"
Cus017,Prod227,3,"Low sales"
Cus017,Prod124,3,"Low sales"
Cus017,Prod058,3,"Low sales"
Cus017,Prod054,3,"Low sales"
Cus017,Prod089,3,"Low sales"
Cus017,Prod263,3,"Low sales"
Cus017,Prod269,3,"Low sales"
Cus017,Prod056,3,"Low sales"
Cus017,Prod117,3,"Low sales"
Cus011,Prod098,3,"Low sales"
Cus011,Prod271,3,"Low sales"
Cus011,Prod106,3,"Low sales"
Cus011,Prod024,3,"Low sales"
Cus011,Prod018,3,"Low sales"
Cus011,Prod262,3,"Low sales"
Cus006,Prod239,3,"Low sales"
Cus011,Prod105,3,"Low sales"
Cus011,Prod117,3,"Low sales"
Cus011,Prod120,3,"Low sales"
Cus011,Prod121,3,"Low sales"
Cus009,Prod126,3,"Low sales"
Cus009,Prod258,3,"Low sales"
Cus009,Prod119,3,"Low sales"
Cus009,Prod047,3,"Low sales"
Cus009,Prod165,3,"Low sales"
Cus009,Prod106,3,"Low sales"
Cus009,Prod201,3,"Low sales"
Cus009,Prod232,3,"Low sales"
Cus009,Prod236,3,"Low sales"
Cus009,Prod121,3,"Low sales"
Cus009,Prod131,3,"Low sales"
Cus010,Prod133,3,"Low sales"
Cus010,Prod113,3,"Low sales"
Cus010,Prod065,3,"Low sales"
Cus010,Prod021,3,"Low sales"
Cus010,Prod188,3,"Low sales"
Cus012,Prod145,3,"Low sales"
Cus012,Prod121,3,"Low sales"
Cus012,Prod059,3,"Low sales"
Cus012,Prod234,3,"Low sales"
Cus012,Prod180,3,"Low sales"
Cus012,Prod227,3,"Low sales"
Cus012,Prod106,3,"Low sales"
Cus010,Prod064,3,"Low sales"
Cus010,Prod060,3,"Low sales"
Cus010,Prod167,3,"Low sales"
Cus010,Prod010,3,"Low sales"
Cus010,Prod161,3,"Low sales"
Cus010,Prod131,3,"Low sales"
Cus010,Prod120,3,"Low sales"
Cus010,Prod145,3,"Low sales"
Cus010,Prod168,3,"Low sales"
Cus010,Prod121,3,"Low sales"
Cus010,Prod105,3,"Low sales"
Cus010,Prod117,3,"Low sales"
Cus010,Prod126,3,"Low sales"
Cus010,Prod129,3,"Low sales"
Cus010,Prod152,3,"Low sales"
Cus010,Prod049,3,"Low sales"
Cus010,Prod166,3,"Low sales"
Cus010,Prod165,3,"Low sales"
Cus009,Prod009,3,"Low sales"
Cus011,Prod021,3,"Low sales"
Cus010,Prod061,3,"Low sales"
Cus006,Prod271,3,"Low sales"
Cus006,Prod140,3,"Low sales"
Cus006,Prod114,3,"Low sales"
Cus006,Prod252,3,"Low sales"
Cus006,Prod102,3,"Low sales"
Cus006,Prod123,3,"Low sales"
Cus006,Prod099,3,"Low sales"
Cus006,Prod267,3,"Low sales"
Cus006,Prod246,3,"Low sales"
Cus006,Prod135,3,"Low sales"
Cus006,Prod116,3,"Low sales"
Cus006,Prod137,3,"Low sales"
Cus006,Prod046,3,"Low sales"
Cus006,Prod122,3,"Low sales"
Cus006,Prod105,3,"Low sales"
Cus006,Prod261,3,"Low sales"
Cus012,Prod133,3,"Low sales"
Cus007,Prod126,3,"Low sales"
Cus007,Prod123,3,"Low sales"
Cus007,Prod114,3,"Low sales"
Cus007,Prod165,3,"Low sales"
Cus007,Prod047,3,"Low sales"
Cus007,Prod166,3,"Low sales"
Cus007,Prod049,3,"Low sales"
Cus007,Prod081,3,"Low sales"
Cus007,Prod070,3,"Low sales"
Cus012,Prod021,3,"Low sales"
Cus007,Prod263,3,"Low sales"
Cus007,Prod221,3,"Low sales"
Cus007,Prod208,3,"Low sales"
Cus007,Prod127,3,"Low sales"
Cus007,Prod207,3,"Low sales"
Cus007,Prod121,3,"Low sales"
Cus012,Prod103,3,"Low sales"
Cus007,Prod244,3,"Low sales"
Cus011,Prod167,3,"Low sales"
Cus007,Prod162,3,"Low sales"
Cus007,Prod050,3,"Low sales"
Cus007,Prod237,3,"Low sales"
Cus007,Prod134,3,"Low sales"
Cus007,Prod205,3,"Low sales"
Cus007,Prod046,3,"Low sales"
Cus012,Prod167,3,"Low sales"
Cus012,Prod131,3,"Low sales"
Cus007,Prod276,3,"Low sales"
Cus006,Prod040,3,"Low sales"
Cus007,Prod139,3,"Low sales"
Cus012,Prod120,3,"Low sales"
Cus007,Prod135,3,"Low sales"
Cus007,Prod239,3,"Low sales"
Cus007,Prod187,3,"Low sales"
Cus009,Prod117,3,"Low sales"
Cus009,Prod105,3,"Low sales"
Cus009,Prod256,3,"Low sales"
Cus009,Prod100,3,"Low sales"
Cus007,Prod278,3,"Low sales"
Cus007,Prod110,3,"Low sales"
Cus007,Prod025,3,"Low sales"
Cus007,Prod273,3,"Low sales"
Cus007,Prod037,3,"Low sales"
Cus007,Prod122,3,"Low sales"
Cus007,Prod212,3,"Low sales"
Cus007,Prod024,3,"Low sales"
Cus007,Prod206,3,"Low sales"
Cus007,Prod159,3,"Low sales"
Cus007,Prod040,3,"Low sales"
Cus007,Prod102,3,"Low sales"
Cus007,Prod270,3,"Low sales"
Cus007,Prod252,3,"Low sales"
Cus007,Prod129,3,"Low sales"
Cus007,Prod218,3,"Low sales"
Cus007,Prod116,3,"Low sales"
Cus007,Prod113,3,"Low sales"
Cus007,Prod105,3,"Low sales"
Cus007,Prod099,3,"Low sales"
Cus007,Prod014,3,"Low sales"
Cus007,Prod178,3,"Low sales"
Cus008,Prod159,3,"Low sales"
Cus008,Prod117,3,"Low sales"
Cus008,Prod093,3,"Low sales"
Cus007,Prod030,3,"Low sales"
Cus007,Prod177,3,"Low sales"
Cus007,Prod246,3,"Low sales"
Cus007,Prod267,3,"Low sales"
Cus007,Prod271,3,"Low sales"
Cus007,Prod106,3,"Low sales"
Cus007,Prod117,3,"Low sales"
Cus007,Prod019,3,"Low sales"
Cus007,Prod209,3,"Low sales"
Cus006,Prod005,3,"Low sales"
Cus006,Prod129,3,"Low sales"
Cus006,Prod162,3,"Low sales"
Cus006,Prod170,3,"Low sales"
Cus006,Prod159,3,"Low sales"
Cus006,Prod016,3,"Low sales"
Cus006,Prod117,3,"Low sales"
Cus011,Prod103,3,"Low sales"
Cus006,Prod126,3,"Low sales"
Cus006,Prod274,3,"Low sales"
Cus006,Prod044,3,"Low sales"
Cus006,Prod048,3,"Low sales"
